🍊 高清收藏 ,#genre#
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/2020215104547.m3u8
凤凰香港,http://183.207.249.35:80/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.34/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://50.7.220.74:8278/hkphoenix_twn/playlist.m3u8?tid=m02000000000018250733&ct=18001&tsum=e70ca7acd14b287077a17bb5a2fd3cb2
凤凰香港,http://50.7.220.74:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.35/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰直播,http://198.204.239.194:27347/livehlsplay?channel_id=30014
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://39.135.55.7:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰中文,p5p://fccs.123178.top:9906/604355380000ff4606f7b06cbafec3a5.ts
凤凰中文,http://39.135.55.13:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰中文,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/17
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://anren.live/HK/AQtU.m3u8
凤凰中文,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
凤凰中文,http://anren.live/HK/AQtR.m3u8
凤凰中文,http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰中文,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/test1_4000.m3u8
凤凰中文,http://183.207.249.34/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT2805920220502041807053655
凤凰中文,http://198.204.239.194:27347/livehlsplay?channel_id=30015
凤凰中文,mitv://ns2.hellotvvod.com:9906/10befe0d1286499cbecc03ccf1f8af21.ts
凤凰中文,http://183.207.248.169/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT2805820220429084442034214
凤凰中文,http://39.135.55.72:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://50.7.220.74:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://39.135.55.13:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰资讯,http://39.135.55.72:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰资讯,P2p://ns2.hellotvvod.com:9906/c94bbe8b3f9044eaa6ef8a2aaba873d4
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/18
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/test2_4000.m3u8
凤凰资讯,http://www.fdkj.net:9901/tsfile/live/1017_1.m3u8
凤凰资讯,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze8TMsBd9j6U2e7uAgvfjsX8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰资讯,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/16
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
凤凰资讯,http://183.207.249.34/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,mitv://ns2.hellotvvod.com:9906/95dafddc933e4286a722754851d50f7e.ts
凤凰资讯,http://anren.live/HK/AQtQ.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=OTT2727320220502042549047624
无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
无线新闻,http://hls.dszbdq.cn/d/wxtv2.php?id=1
无线新闻,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze5uSEj2QgX70JGc2TYZz3FM
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/playlist.m3u8
无线新闻,http://198.204.239.194:27347/livehlsplay?channel_id=30024
无线新闻,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/3
有线新闻,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/4
有线新闻,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze9bT0dzcwkQqglDUH5RBHgM
明珠,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze7CNOJOFauZ0AShwAHr7Wt4
明珠,http://198.204.239.194:27347/livehlsplay?channel_id=30026
CCTV5,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/286858
星河,http://hk.crtv.store:80/h9LfGk6jVB/WXcrtv2020/28
星河,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze4CYnnpnWtwLvhLInmrMHIw
翡翠,http://50.7.220.74:8278/jade_twn/playlist.m3u8?tid=m51e8c5582227&ct=18336&tsum=d0987332bec9b0fecc98b9b9ff3ddeac


中国,#genre#
CCTV1-综合频道,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV1-综合频道,http://117.148.179.155/PLTV/88888888/224/3221231471/index.m3u8
CCTV2-财经频道,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV2-财经频道,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV3-综艺,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV4-中文国际,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV4-欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV5HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5体育,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV5+体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+体育赛事,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV6-电影频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
CCTV9-记录频道,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV10-科教频道,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV10-科教频道,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV11-戏曲频道,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV12-社会与法,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV13-新闻频道,http://117.148.179.139/PLTV/88888888/224/3221231636/1.m3u8
CCTV13-新闻频道,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV15-音乐频道,http://39.135.55.105:6610/PLTV/88888888/224/3221225818/index.m3u8?servicetype=1
CCTV17-农村频道,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
安徽衛視,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
安徽衛視,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8
湖南衛視,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南衛視,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南衛視,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
江蘇衛視,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
浙江衛視,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
東方衛視,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
東方衛視,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
廣東衛視,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
廣東衛視,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8
北京衛視,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京衛視,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
天津衛視,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
山東衛視,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
湖北衛視,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
黑龍江衛視,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
黑龍江衛視,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8
遼寧衛視,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
江西衛視,http://39.135.55.105:6610/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1
江西衛視,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8
四川衛視,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川衛視,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8
河北衛視,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
求索动物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
求索动物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143132239553&channel-id=wasusyt&Contentid=6000000002000010046
求索记录,http://111.11.123.49:6610/000000001000/6000000002000032052/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429142822239451&channel-id=wasusyt&Contentid=6000000002000032052
求索科学,http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143356239632&channel-id=wasusyt&Contentid=6000000002000032344
大千世界,http://111.11.123.49:6610/000000001000/7284663355496915828/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220429143755267989&channel-id=wasusyt&Contentid=7284663355496915828
CCTV世界地理,http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8
iHOT爱美食,http://111.11.123.49:6610/000000001000/6000000006000120630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220502084124453818&channel-id=wasusyt&Contentid=6000000006000120630
动物星球,https://vips-livecdn.fptplay.net/hda2/animalplanet_vhls.smil/chunklist_b5000000.m3u8
动物星球,http://78.83.191.18:8000/play/a05r
CCTV-1HD,http://128.14.50.198:8880/m3u8/Nq5ZEpjI9dse3YnnsJ047uM5jm2KJQLRbR5itqPCtU2CIKS3X828XbhA2qC2E7WRdkwdmhpb6UD0EiZ-mzhxTw
CCTV-2HD,http://128.14.50.198:8880/m3u8/17LVHeYDHqFJgf9uQYgcdvv_thwcrsP-2l_IxNp4W80T4XCX4-jWwC7JWnctmeBPvcFM2u6c_OVsxa4pS8Wkzg
CCTV-3HD,http://128.14.50.198:8880/m3u8/A55RVnynFtlIFkuyrcbHMmOLwomWUqTh29T02wb_S88D9wDqUmi3dtFA07DwCkE5kAREykX4ucFkzXzfbADtdA
CCTV-4HD,http://128.14.50.198:8880/m3u8/fJ_fft0cdMHHjHXGFMYgXo2TQ6WHXay2h43AEYnwGM2DTUKHVEoTLww0GRHXDTRfRHD3Dxev6t-5GpNwOxz03w
CCTV-5HD,http://128.14.50.198:8880/m3u8/VYt8T69k-fFC_b5pn3e2_p11FtrpmRFYMWhBBgG-5K2yHwWtmCBpc4_0Ibks4WKSFXm1fZsMn5Ypzjt3LYMe_g
CCTV-5PHD,http://128.14.50.198:8880/m3u8/O99vTb9p16jznfkx5DxHeRIB-j-A3LiE__DyAbqwT-HC31qI5wYMgRKRggpm-CdNsUruZREdTNQ3bOyFtfkYUg
CCTV-6HD,http://128.14.50.198:8880/m3u8/-8XlN0oPWzyh8n5njr7l-UZuhzTIXsLkdkLz7m7n0-cdzAPcyf6LLkgAnJ8WgNoPr346G59nVLPqYLZAtX9xsg
CCTV-7HD,http://128.14.50.198:8880/m3u8/6wnmwpLSW7uyNxNonQusSORQ-LrdLC3NXTfPnt4HJmJ14eYqCgfx-R1Rlz5WDVHXzUmbJ8LhJrBnteMa1SfMxQ
CCTV-8HD,http://128.14.50.198:8880/m3u8/G0CbOGIJMEBbFr37-xWwA_Th01mkuFjmdXEML6F8Poipyda08rBWfGOFIj5qp-U0LhdqzV_G6o3AHmjVtVCz_Q
CCTV-9HD,http://128.14.50.198:8880/m3u8/UmUU6d6RfEoNwquKyO2omYcyDCKgH2V3VL2AM-p8RsUvg_N8Xq9Sb7m12uZb0c1H_petfA2XUjZNLd-3oKIdJQ
CCTV-10HD,http://128.14.50.198:8880/m3u8/pjsTBCimVArybSsVw4j5kJMo2YOZMv2Jg8AC10Sw8nuWMLR86f98b8-j-u8cpvipFPLkTmGnJaCJchXcppLx5A
CCTV-11,http://128.14.50.198:8880/m3u8/BfbEAiiiqQH--6A-jMPBtqUI2LsUCPpVuLrMCDbqNMuEsqINRSfQ8EPLBG3rkaR9UeC4q_Rk1yWcDOuwo0EOKQ
CCTV-12HD,http://128.14.50.198:8880/m3u8/M9luZRlHI5ydOF0RdoYzCtGSk6h_AOTt31SCoEPFSph-EPqQHKPaGwmx_p4-ikoSNkgLRyzktMeH7oAPMP3kJA
CCTV-13HD,http://128.14.50.198:8880/m3u8/GfCTz-RuGaXztsR-9yzsVci6aJSmUnuRHg-OlckZhSEAfqUBDB46QLc-LOWESHOn6ARqmzT0fPQOTgNCy8-FVg
CCTV-14HD,http://128.14.50.198:8880/m3u8/vuasG4ClvI_kZDuzmSsnFXfhag-b7NqAOeJFuhUmyvr4yJpID7DJj8swHWInM136PJQytdLavhQNxq36w7_RTg
CCTV-15,http://128.14.50.198:8880/m3u8/T-oESHhaG-sJlOXUofqnPzyJp5FGf6f-j0jWZkFKYUNJqD40SOeyNDXEf2ccj57zxpCK7rcFYRU60hMMJng0aA
湖南卫视HD,http://128.14.50.198:8880/m3u8/V9hWS1ZnVd6L942KvDlCNwORelxb-8rylX6tKBVDULbsC_jLQ54e-JE7Osmp-AYkzQdtHq30mxNQdtGXMY-TbA
浙江卫视HD,http://128.14.50.198:8880/m3u8/pXEtFixL0q5jEoavPZPABt5Q6AH39w935ip2TguezYw-nVpMnL7WjldZIPpX-3Lrmthxr43X6r12IDC9JtlVvA
东方卫视HD,http://128.14.50.198:8880/m3u8/Z4CWVnh4SF4oC1tmY81spzOfISEva43TTWHBN7Vnat9iOtbBfv89bamvkcv90Y0Ec5EMhRalmDb2AkdZT42w2Q
江苏卫视HD,http://128.14.50.198:8880/m3u8/JNDWSrFNQttHpdtsOC5ofG6-2eKacDeDSYhgjuNCrK7-hffxW1fcdPGmPSlBlXH_jQMSSLHKac2RX5-JWqFPTg
北京卫视,http://128.14.50.198:8880/m3u8/owtz2SRF-Mx8RXrIxHPF-hB4RK-s98FdIC405Hli9ru593z71UyB1517VHS7hQ66GNfvTLdY4c9xUHc6kQLwzg
深圳卫视,http://128.14.50.198:8880/m3u8/uqpZf-1JRAtrgsQ8ETvbT-07djklHqiM9Tdovk4B23XAbX03ViUBrIrJexBvZeHXIDzi2TOxXIK14Y8Felo3Gg
广东卫视,http://128.14.50.198:8880/m3u8/t-h_Yo2KtzZLK2bN_qXyLLq_I7-VsF6q16b7cz53KAcrFl7mtEQwlMcrAbnf6rapAP51qb0zW4pDOTOxijtYhw
天津卫视,http://128.14.50.198:8880/m3u8/TplWy3u_M7IgioFRmh6UqVXWLUFqH-2dx85XjBa2iAgm_sDqqK2p3Ait4mtFkE6ND4kGvZxqQ_Wbev8Xz94yyA
湖北卫视,http://128.14.50.198:8880/m3u8/3-1dYW-9LTlDxpkys8Ue6NClkXritGfPmKfI73Y8JjoV_G9LcKkHyhbP7shE0i4ufxjkWMSPLi3MbfEchMSrtg

戏剧,#genre#
中视经典,http://50.7.220.74:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
中天娱乐,http://50.7.220.74:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天娱乐,http://59.125.101.187:10734/http/192.168.77.24:8081/hls/67/809/ch26.m3u8
中天娱乐,http://60.251.59.180:8527/http/60.251.39.91:8081/hls/67/809/ch26.m3u8
公視戲劇,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv042&nid=7
三立戏剧,http://50.7.220.74:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59
东森戏剧,http://50.7.220.74:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
东森戏剧,http://59.125.101.187:10772/http/192.168.77.24:8081/hls/64/806/ch13.m3u8
八大综合,http://50.7.220.74:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大第一,http://50.7.220.74:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大戏剧,http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=m6e4372d7fc8217605152&ct=17874&tsum=d9af89e299560350336e22c1418e6b54
八大娱乐,http://50.7.220.74:8278/badaentertain/playlist.m3u8?tid=m46003aa2ac2617525877&ct=17874&tsum=d31212ff6fbefd5bd856f80d16bb3f27
纬来综合,http://59.125.101.187:10770/http/192.168.77.24:8081/hls/68/810/ch32.m3u8
纬来日本,http://60.251.59.180:8537/http/60.251.39.91:8081/hls/69/811/ch34.m3u8
纬来戏剧,http://60.251.59.180:8533/http/60.251.39.91:8081/hls/69/811/ch33.m3u8
纬来戏剧,http://59.125.101.187:10756/http/192.168.77.24:8081/hls/69/811/ch33.m3u8
纬来育乐,http://59.125.101.187:10762/http/192.168.77.24:8081/hls/68/810/ch30.m3u8
纬来育乐,http://59.125.101.187:10762/playlist.m3u8
龙华戏剧,http://50.7.220.74:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧,http://59.125.98.83:8534/playlist.m3u8
龙华戏剧,http://59.125.101.187:10764/http/192.168.77.24:8066/hls/210/10010/cstv10.m3u8
龙华戏剧,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华戏剧,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
龙华日韩,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华日韩,http://59.125.101.187:10763/http/192.168.77.24:8066/hls/210/10011/cstv11.m3u8
龙华日韩,http://59.125.98.83:8535/playlist.m3u8
龙华日韩,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8
龙华日韩,http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=m4a65d3abd9ee13871929&ct=17924&tsum=8e5ef501e42d00cdc6a761ca3dc693d8龙华偶像,http://50.7.220.74:8278/lunghuaidol_twn/playlist.m3u8?tid=m02000000000017261257&ct=17971&tsum=be8a7a335e6378441a89f8098abde7f1
龙华偶像,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8
龙华偶像,http://59.125.101.187:10762/http/192.168.77.24:8066/hls/210/10012/cstv12.m3u8
龙华偶像,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
ELTA影剧,http://50.7.220.74:8278/eltadrama_twn/playlist.m3u8?tid=mea60e416943110603068&ct=17874&tsum=ede38d2a218a34b5397af9d19e0c39a3
卫视中文,http://59.125.101.187:10720/http/192.168.77.24:8081/hls/62/804/ch05.m3u8
卫视中文,http://60.251.59.180:8514/http/60.251.39.91:8081/hls/62/804/ch05.m3u8
TVB经典台,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze53WLv53IMxpHZj9SFFJ_kQ
TVB 星河,http://test.crtvhstv.xyz:80/play/5iVToWZi9rVAYQQsYXHze4CYnnpnWtwLvhLInmrMHIw
MOMO親子,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live107&nid=231
精選動漫,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live024&nid=204
經典卡通,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live022&nid=202
ELTA影剧,http://209.141.56.65/nmtv.php?id=5bd937d8-a211-4be2-8c5c-a0fb8e62b23f
EYE戏剧,http://50.7.220.74:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
喜羊羊,http://118.26.120.23:55336/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
蠟筆小新,http://111.6.244.41:80/tx.hls.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.m3u8
名贞探柯南,http://118.26.120.23:55336/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
龙华戏剧,https://wabc.ml/hlk.php?id=95
龙华日韩,https://wabc.ml/hlk.php?id=116
龙华偶像,https://wabc.ml/hlk.php?id=122
龙华偶像,http://220.134.196.147:9536/index.m3u8
龙华卡通,https://wabc.ml/hlk.php?id=89
靖洋卡通,https://wabc.ml/hlk.php?id=147
EYE戏剧,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/35d20aac-a621-438e-8cf1-8433605954c3.m3u8
ELTA影剧,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/5bd937d8-a211-4be2-8c5c-a0fb8e62b23f.m3u8
八大戏剧,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/1/b9681578-eb3b-45c4-b3e5-5f51c8daf2d4.m3u8
东森戏剧,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/c9ad5922-8313-4c42-a327-174544661402.m3u8
龙华偶像,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/d6aed7e2-3138-4dd8-90b8-73be504e00c0.m3u8
龙华日韩,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/848ebbde-2508-4567-b7b1-a0155c27c2c6.m3u8
龙华戏剧,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/1cddeff8-aa75-47c3-a013-f4f1275eef67.m3u8
八大第一,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/6bb0001a-0201-4ae2-809d-c83e5e3e19f2.m3u8
八大综合,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/0fdd4afc-c155-4164-8baa-b50c4488402d.m3u8
八大娱乐,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/ed74ad55-42d2-4613-b235-944683886177.m3u8
東森幼幼,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/6f0752d1-787f-413d-abe2-f595bb0c55e3.m3u8
靖天卡通,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/8c0b6427-06c1-4818-a7ed-b0defb96981d.m3u8
CN卡通,http://eth.tv6868.com/live/98aadb37083eddd855c27feccb15dc8c5b127fd0/297b2d906811247614a31da270e19aa6/2/1ef6144e-d443-4346-be45-788442b24cc3.m3u8
ONE,http://quality-restream.com:8080/linuxapp2021/M3jc66jD9UCnpK9v/158349
Arirang,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
